salary_in_usd,prediction
180000,167419.0516077844
180514,140726.8418200961
181500,165870.4917601387
182000,167419.0516077844
183000,165212.25613465306
183000,165870.4917601387
184000,165870.4917601387
184000,165870.4917601387
185000,165870.4917601387
185000,165870.4917601387
185000,167419.0516077844
185000,167419.0516077844
185000,167419.0516077844
185900,165870.4917601387
185900,165870.4917601387
185900,165870.4917601387
185900,165870.4917601387
185900,165870.4917601387
185900,165870.4917601387
185900,165870.4917601387
188100,165870.4917601387
190000,165870.4917601387
190000,165870.4917601387
190000,165870.4917601387
190400,165870.4917601387
193000,167419.0516077844
194000,165870.4917601387
194000,167419.0516077844
194992,167419.0516077844
195000,167419.0516077844
195800,165870.4917601387
196000,165870.4917601387
196685,165870.4917601387
197000,165870.4917601387
197400,165870.4917601387
197430,167419.0516077844
199000,165870.4917601387
199000,165870.4917601387
199000,167419.0516077844
200000,165870.4917601387
200000,165870.4917601387
200000,165870.4917601387
200000,167419.0516077844
200000,167419.0516077844
200000,167419.0516077844
200000,167419.0516077844
200000,167419.0516077844
201450,167419.0516077844
202000,167419.0516077844
202000,167419.0516077844
202000,167419.0516077844
203300,167419.0516077844
205000,167419.0516077844
205600,165870.4917601387
205600,165870.4917601387
205600,165870.4917601387
205700,165870.4917601387
206000,165870.4917601387
206699,165870.4917601387
208000,165870.4917601387
208000,165870.4917601387
208200,167419.0516077844
209000,165870.4917601387
210000,165870.4917601387
210000,165870.4917601387
210000,167419.0516077844
213580,167419.0516077844
213600,165870.4917601387
215000,165870.4917601387
215000,165870.4917601387
215000,165870.4917601387
220000,165870.4917601387
220000,167419.0516077844
220110,165870.4917601387
220110,167419.0516077844
221484,165870.4917601387
223250,165870.4917601387
223250,165870.4917601387
225000,165870.4917601387
225000,167419.0516077844
225500,165870.4917601387
225500,165870.4917601387
225500,165870.4917601387
226700,165870.4917601387
226700,165870.4917601387
226700,165870.4917601387
229998,165870.4917601387
231000,167419.0516077844
231250,167419.0516077844
231500,167419.0516077844
232000,165870.4917601387
232960,165870.4917601387
236000,167419.0516077844
236000,167419.0516077844
238000,165870.4917601387
240500,165870.4917601387
242000,165212.25613465306
245000,167419.0516077844
245000,167419.0516077844
247300,165870.4917601387
247300,165870.4917601387
247300,165870.4917601387
247300,167419.0516077844
250000,165870.4917601387
250000,165870.4917601387
250000,165870.4917601387
250000,167419.0516077844
250000,167419.0516077844
252000,165870.4917601387
252000,165870.4917601387
252000,167419.0516077844
255000,165870.4917601387
255000,165870.4917601387
259000,165870.4917601387
260000,165870.4917601387
260000,165870.4917601387
260000,165870.4917601387
275300,167419.0516077844
280000,165870.4917601387
283780,165870.4917601387
284310,165870.4917601387
290000,167419.0516077844
300000,165870.4917601387
300000,165870.4917601387
300000,165870.4917601387
310000,165870.4917601387
315000,167419.0516077844
331640,165870.4917601387
385000,187201.39040597205
161000,146006.9356338208
46400,95242.98965318713
63750,95242.98965318713
100000,95242.98965318713
115000,98709.62099084145
180000,197048.5785044077
230000,197048.5785044077
115000,158904.64937938465
80000,188602.81596873465
139500,122444.40627909281
70000,112545.14622772606
125976,117147.93826875847
67672,85905.76530922015
73500,109992.71225984453
73500,109992.71225984453
73500,109992.71225984453
73500,109992.71225984453
98000,109992.71225984453
100000,109992.71225984453
110000,109992.71225984453
115500,109992.71225984453
115500,109992.71225984453
115500,109992.71225984453
115500,109992.71225984453
115500,109992.71225984453
115500,109992.71225984453
115500,109992.71225984453
120000,109992.71225984453
130000,109992.71225984453
68000,122940.01901849048
68000,122940.01901849048
80000,122940.01901849048
86000,126140.41063200941
100000,122940.01901849048
105200,122940.01901849048
105200,122940.01901849048
110400,122940.01901849048
110400,122940.01901849048
110400,122940.01901849048
115000,126140.41063200941
130000,122940.01901849048
130000,122940.01901849048
130000,122940.01901849048
130000,122940.01901849048
130000,122940.01901849048
130000,122940.01901849048
130000,122940.01901849048
130000,122940.01901849048
145000,122940.01901849048
145000,122940.01901849048
145000,122940.01901849048
145000,122940.01901849048
146000,122940.01901849048
155000,122940.01901849048
160667,122940.01901849048
168400,122940.01901849048
198800,122940.01901849048
55368,196437.16872308892
110736,196437.16872308892
90700,129871.3334995608
140000,129871.3334995608
147100,129871.3334995608
147100,129871.3334995608
168400,129871.3334995608
168400,129871.3334995608
55368,112780.24276160829
77000,151319.83778533066
82000,118969.51988807162
123000,118969.51988807162
144000,151319.83778533066
100000,111451.23728927955
100000,111451.23728927955
105000,146386.629151934
192400,146386.629151934
50700,169709.4885736185
55720,169709.4885736185
145000,143374.92306619853
49216,88751.64256824146
65000,98923.80134548462
70000,103710.00342779543
70000,103710.00342779543
64980,110486.30297368104
82000,110486.30297368104
95000,110486.30297368104
100000,110486.30297368104
140000,110486.30297368104
23753,108863.77214531887
24165,51475.3795649627
63831,73876.93217837393
76833,78487.23122678744
76833,73876.93217837393
51716,87053.4842218702
70132,87053.4842218702
90000,124944.31013685567
122000,124944.31013685567
128100,124944.31013685567
145000,124944.31013685567
190000,204798.66949360786
190000,204798.66949360786
113000,144600.22700585384
127221,153499.65946041793
129300,168485.53184591845
134326,168485.53184591845
150000,159321.21711675
152700,168485.53184591845
225000,168485.53184591845
156400,187198.57708277885
247500,187198.57708277885
140100,204798.66949360786
175100,204798.66949360786
260500,204798.66949360786
272400,204798.66949360786
95000,152179.57245446974
134000,152179.57245446974
220000,154303.4233511863
270000,152179.57245446974
107968,164256.0169222522
137141,187152.28834240435
140100,187152.28834240435
145000,187152.28834240435
152000,187152.28834240435
185400,192061.8740570633
190000,187152.28834240435
245100,192061.8740570633
245100,192061.8740570633
245100,192061.8740570633
245100,192061.8740570633
297300,187152.28834240435
299500,192061.8740570633
299500,192061.8740570633
299500,192061.8740570633
299500,192061.8740570633
300000,187152.28834240435
122600,151205.10229286453
43187,48975.114843092524
50000,122018.10470356703
50000,65719.79978373197
51081,89641.71387713839
52008,69299.58456455864
62726,59009.01664800441
70000,129226.10728737227
73000,129226.10728737227
73100,125338.07862091405
74540,129226.10728737227
80000,125338.07862091405
83171,76297.80982882963
100000,129226.10728737227
100000,125338.07862091405
105000,129226.10728737227
119200,125338.07862091405
120000,129226.10728737227
122638,90877.59806065603
124234,129226.10728737227
124234,129226.10728737227
133000,129226.10728737227
151410,125338.07862091405
156450,129226.10728737227
130000,174170.5559305306
145000,175977.81630733056
185000,175977.81630733056
220000,174170.5559305306
228856,150281.4493971395
249600,174170.5559305306
299500,174170.5559305306
300000,175977.81630733056
25000,121458.81180643919
25532,108184.99233618379
40000,86474.44200416253
48585,57880.854890163944
51676,86586.83722809181
52533,58046.81984609008
54000,70528.74787350226
55000,137290.43260796397
55410,70007.57544312297
56256,81167.06485621547
57872,81167.06485621547
59382,57880.854890163944
60000,137290.43260796397
60462,70584.59910041261
60938,68864.95210319576
61467,68023.24732456174
61699,97402.39104221608
64781,58101.59897726074
67672,86586.83722809181
67723,86586.83722809181
67723,86586.83722809181
70000,137290.43260796397
73824,86586.83722809181
77900,137290.43260796397
78000,137805.46027714055
79976,86586.83722809181
86000,137290.43260796397
86128,86586.83722809181
90000,137290.43260796397
90000,137805.46027714055
91000,137290.43260796397
93300,137290.43260796397
93400,137290.43260796397
94400,137805.46027714055
100000,137290.43260796397
100000,137290.43260796397
100000,137290.43260796397
102100,137290.43260796397
105000,137290.43260796397
106250,137290.43260796397
109000,133577.61941534912
110000,137290.43260796397
110000,137805.46027714055
110736,81136.31750539242
110820,86586.83722809181
115000,137805.46027714055
115000,137805.46027714055
117000,137805.46027714055
120000,137290.43260796397
120000,137290.43260796397
120000,137290.43260796397
120000,137805.46027714055
120681,137290.43260796397
122200,137290.43260796397
123040,86586.83722809181
125000,137290.43260796397
130000,137290.43260796397
130000,137290.43260796397
130000,137805.46027714055
131000,137290.43260796397
131200,137805.46027714055
135000,137290.43260796397
138510,137290.43260796397
138900,137290.43260796397
140000,137805.46027714055
140000,137805.46027714055
145000,137290.43260796397
145000,137290.43260796397
151410,137805.46027714055
155000,137290.43260796397
155000,137805.46027714055
156000,137290.43260796397
160000,137805.46027714055
165000,137290.43260796397
166000,137290.43260796397
170000,137290.43260796397
170000,137805.46027714055
172200,137805.46027714055
175000,137290.43260796397
175000,137290.43260796397
183200,137290.43260796397
183310,137290.43260796397
183310,137290.43260796397
187500,137290.43260796397
212000,137290.43260796397
220000,137290.43260796397
225300,137290.43260796397
250000,137290.43260796397
20171,138023.86347326072
38868,53642.42167665194
38868,53642.42167665194
38868,53642.42167665194
38868,53642.42167665194
38868,53642.42167665194
38868,53642.42167665194
38868,53642.42167665194
47280,53642.42167665194
47280,53642.42167665194
47280,53642.42167665194
48585,53642.42167665194
48585,53642.42167665194
48585,53642.42167665194
48585,53642.42167665194
48585,53642.42167665194
68428,82246.95814281449
70000,170832.43922640898
71000,170832.43922640898
71400,170832.43922640898
73100,170832.43922640898
77684,60313.95096202814
78000,170832.43922640898
78000,170832.43922640898
81500,170832.43922640898
81536,168561.73207764316
82365,170832.43922640898
85000,168561.73207764316
88600,170832.43922640898
90000,168561.73207764316
90700,170832.43922640898
93300,170832.43922640898
93300,170832.43922640898
94100,170832.43922640898
95000,170832.43922640898
95000,168561.73207764316
100000,170832.43922640898
100000,102383.22756318978
100000,168561.73207764316
100400,170174.20360092336
100400,170174.20360092336
101570,168561.73207764316
102500,168561.73207764316
104000,168561.73207764316
104000,168561.73207764316
104000,168561.73207764316
104000,168561.73207764316
104300,170832.43922640898
104650,168561.73207764316
105000,170832.43922640898
105000,170832.43922640898
106800,170832.43922640898
106800,168561.73207764316
107400,170832.43922640898
110000,170832.43922640898
110000,168561.73207764316
110000,168561.73207764316
110820,102858.13301048138
111000,170832.43922640898
111600,170832.43922640898
111600,168561.73207764316
112500,168561.73207764316
113750,151917.266921871
114080,170832.43922640898
114080,170832.43922640898
116000,170832.43922640898
116300,170832.43922640898
118000,170832.43922640898
118900,170832.43922640898
119213,168561.73207764316
120000,170832.43922640898
120000,170832.43922640898
120000,170832.43922640898
120000,170832.43922640898
120000,168561.73207764316
120000,168561.73207764316
120160,168561.73207764316
120250,151520.7321310505
121000,170832.43922640898
121550,170832.43922640898
122000,170832.43922640898
122000,170832.43922640898
122500,170832.43922640898
122600,170832.43922640898
122700,170832.43922640898
122900,170832.43922640898
123000,170832.43922640898
123000,170832.43922640898
123000,168561.73207764316
123040,102858.13301048138
123040,99412.45285564144
123400,170832.43922640898
124000,168561.73207764316
125000,170832.43922640898
126000,170832.43922640898
126000,170832.43922640898
126000,168561.73207764316
126500,168561.73207764316
127000,168561.73207764316
127300,170832.43922640898
128000,170832.43922640898
128000,168561.73207764316
129300,170832.43922640898
129300,170832.43922640898
129300,170832.43922640898
129300,170832.43922640898
129300,170832.43922640898
129300,170832.43922640898
129300,170832.43922640898
129300,170832.43922640898
129300,170832.43922640898
129300,170832.43922640898
129300,170832.43922640898
129300,170832.43922640898
129300,170832.43922640898
130000,170832.43922640898
130000,170832.43922640898
130000,170832.43922640898
130000,168561.73207764316
130000,168561.73207764316
130000,168561.73207764316
130000,168561.73207764316
130000,168561.73207764316
130500,170832.43922640898
132000,170832.43922640898
133200,168561.73207764316
134236,170832.43922640898
134960,66321.11959307382
135000,170832.43922640898
135000,168561.73207764316
136000,170832.43922640898
136000,168561.73207764316
136000,168561.73207764316
136000,168561.73207764316
136742,170832.43922640898
137500,170832.43922640898
138600,168561.73207764316
138700,170832.43922640898
139000,168561.73207764316
139000,168561.73207764316
139500,170832.43922640898
140000,170832.43922640898
140000,170832.43922640898
140000,170832.43922640898
140000,170832.43922640898
140000,170832.43922640898
140000,168561.73207764316
140000,168561.73207764316
140000,168561.73207764316
140000,168561.73207764316
140000,168561.73207764316
140100,170832.43922640898
140900,168561.73207764316
141000,170174.20360092336
141525,168561.73207764316
141525,168561.73207764316
141525,168561.73207764316
141525,168561.73207764316
142436,151520.7321310505
142500,170832.43922640898
143370,170832.43922640898
144000,170832.43922640898
144000,170832.43922640898
144000,168561.73207764316
145000,170832.43922640898
145000,168561.73207764316
145000,168561.73207764316
145300,170832.43922640898
146000,170832.43922640898
147100,170832.43922640898
148750,170832.43922640898
148750,170832.43922640898
148800,170832.43922640898
149076,170832.43922640898
149076,170832.43922640898
149500,170832.43922640898
150000,170832.43922640898
150000,170832.43922640898
150000,170832.43922640898
150000,170832.43922640898
150000,170832.43922640898
150000,170832.43922640898
150000,170832.43922640898
150000,168561.73207764316
150000,168561.73207764316
151800,170832.43922640898
152000,170832.43922640898
152000,170832.43922640898
152000,170832.43922640898
153000,168561.73207764316
154000,170832.43922640898
155000,170832.43922640898
155000,170832.43922640898
155000,170832.43922640898
155500,170832.43922640898
156000,168561.73207764316
156100,170174.20360092336
156400,170832.43922640898
156400,170832.43922640898
156400,170832.43922640898
156400,170832.43922640898
156400,170832.43922640898
156400,170832.43922640898
156400,170832.43922640898
156400,170832.43922640898
156400,168561.73207764316
156400,168561.73207764316
156560,168561.73207764316
157500,168561.73207764316
157750,170832.43922640898
158200,168561.73207764316
159100,168561.73207764316
159300,170832.43922640898
160000,170832.43922640898
160000,170832.43922640898
160000,168561.73207764316
160000,168561.73207764316
160000,168561.73207764316
160000,168561.73207764316
160000,168561.73207764316
160000,168561.73207764316
160000,168561.73207764316
160000,168561.73207764316
161000,170832.43922640898
161000,168561.73207764316
162000,170832.43922640898
164000,170832.43922640898
164000,168561.73207764316
165000,170832.43922640898
165000,170832.43922640898
165000,168561.73207764316
166000,151520.7321310505
166000,170832.43922640898
166000,167132.9195184036
166500,170832.43922640898
167200,168561.73207764316
167500,170832.43922640898
167560,168561.73207764316
167850,168561.73207764316
168000,170832.43922640898
168000,168561.73207764316
168400,170832.43922640898
168800,168561.73207764316
170000,170832.43922640898
170000,170832.43922640898
170000,168561.73207764316
170625,170832.43922640898
170730,170832.43922640898
171000,170832.43922640898
172100,170832.43922640898
172256,99412.45285564144
172500,168561.73207764316
172900,168561.73207764316
173000,168561.73207764316
173175,167132.9195184036
174250,170832.43922640898
174800,168561.73207764316
175000,170832.43922640898
175000,168561.73207764316
175000,168561.73207764316
175000,168561.73207764316
175000,168561.73207764316
175000,168561.73207764316
175000,168561.73207764316
175750,170832.43922640898
177000,151520.7321310505
178600,170832.43922640898
180000,170832.43922640898
180000,168561.73207764316
180000,168561.73207764316
180000,168561.73207764316
180000,168561.73207764316
181500,170832.43922640898
182000,170832.43922640898
182250,170832.43922640898
183500,168561.73207764316
183500,168561.73207764316
183500,168561.73207764316
184700,170832.43922640898
185000,151520.7321310505
185000,170832.43922640898
185000,170832.43922640898
185000,170832.43922640898
185000,170832.43922640898
185000,168561.73207764316
185000,168561.73207764316
185000,168561.73207764316
185000,168561.73207764316
185400,168561.73207764316
185900,170832.43922640898
185900,170832.43922640898
185900,170832.43922640898
185900,170832.43922640898
185900,170832.43922640898
185900,170832.43922640898
185900,170832.43922640898
185900,170832.43922640898
186300,168561.73207764316
187415,170832.43922640898
188200,170832.43922640898
189750,170832.43922640898
189750,168561.73207764316
190000,170174.20360092336
190000,170174.20360092336
190000,170832.43922640898
190000,170832.43922640898
190000,170832.43922640898
190000,170832.43922640898
190000,168561.73207764316
190000,168561.73207764316
190200,170832.43922640898
191000,168561.73207764316
191475,170832.43922640898
191475,168561.73207764316
191475,168561.73207764316
191475,168561.73207764316
191475,168561.73207764316
191765,170832.43922640898
197600,168561.73207764316
198200,170832.43922640898
198200,168561.73207764316
198200,168561.73207764316
198440,170832.43922640898
198440,170832.43922640898
198440,168561.73207764316
198800,170832.43922640898
199000,170832.43922640898
200000,168561.73207764316
200000,168561.73207764316
201000,170832.43922640898
201650,170832.43922640898
201650,170832.43922640898
202000,168561.73207764316
202000,168561.73207764316
202000,168561.73207764316
204000,168561.73207764316
204000,168561.73207764316
204500,170832.43922640898
204500,170832.43922640898
205000,168561.73207764316
205150,168561.73207764316
205400,170832.43922640898
205485,168561.73207764316
206000,170832.43922640898
207345,168561.73207764316
208000,170832.43922640898
208400,168561.73207764316
208500,170832.43922640898
209450,168561.73207764316
210000,170832.43922640898
210000,168561.73207764316
210000,168561.73207764316
210000,168561.73207764316
210000,168561.73207764316
211000,170832.43922640898
212000,170832.43922640898
212800,170832.43922640898
212800,170832.43922640898
212800,168561.73207764316
213300,151520.7321310505
214872,168561.73207764316
215000,170832.43922640898
215625,168561.73207764316
218000,170832.43922640898
220000,170832.43922640898
220000,168561.73207764316
222000,168561.73207764316
222000,168561.73207764316
222750,170832.43922640898
222800,170832.43922640898
223800,170832.43922640898
225000,170832.43922640898
225000,170832.43922640898
225000,170832.43922640898
225000,170832.43922640898
225000,168561.73207764316
225000,168561.73207764316
226000,168561.73207764316
227000,168561.73207764316
227240,168561.73207764316
230000,168561.73207764316
230000,168561.73207764316
233300,170832.43922640898
235000,168561.73207764316
235000,168561.73207764316
235750,170832.43922640898
236500,170832.43922640898
237000,168561.73207764316
237000,168561.73207764316
238000,167132.9195184036
238000,167132.9195184036
239000,170832.43922640898
240000,170832.43922640898
240350,168561.73207764316
244000,170174.20360092336
245000,170832.43922640898
245000,170832.43922640898
245000,170832.43922640898
250000,170832.43922640898
250830,170832.43922640898
258000,170174.20360092336
258000,170832.43922640898
258700,170832.43922640898
260000,170832.43922640898
260000,168561.73207764316
266000,170832.43922640898
267100,168561.73207764316
272290,168561.73207764316
275300,168561.73207764316
275300,168561.73207764316
275300,168561.73207764316
280889,170832.43922640898
281000,170174.20360092336
283000,170832.43922640898
285000,168561.73207764316
295490,170832.43922640898
295490,170832.43922640898
295490,170832.43922640898
295490,170832.43922640898
297300,168561.73207764316
297300,168561.73207764316
297300,168561.73207764316
300000,170832.43922640898
300000,170832.43922640898
308000,170832.43922640898
310270,170832.43922640898
310270,170832.43922640898
310270,170832.43922640898
316000,170832.43922640898
316000,170832.43922640898
317070,170832.43922640898
323300,170832.43922640898
323300,170832.43922640898
323300,170832.43922640898
324000,170832.43922640898
359170,170832.43922640898
359170,170832.43922640898
183000,201331.9842009624
62500,100695.76314058114
87500,100695.76314058114
110000,105545.8604976172
110000,105545.8604976172
135000,105545.8604976172
165000,105545.8604976172
85000,114366.0267294813
173100,114366.0267294813
85000,110697.8903221952
115500,110697.8903221952
72000,109560.2442045968
90000,109560.2442045968
91000,110486.30297368104
125000,112977.46259370606
175000,112977.46259370606
185000,122599.6165896868
142200,149472.29046360316
126400,169397.36400990555
135000,169013.4446822935
142200,169397.36400990555
142200,169397.36400990555
155000,169013.4446822935
172256,172311.53857496387
185900,169397.36400990555
185900,169397.36400990555
204500,169397.36400990555
204500,169397.36400990555
204500,169397.36400990555
204500,169397.36400990555
49253,224825.89967929915
86193,224825.89967929915
100017,199350.80956353628
283780,194166.5384247906
331640,194166.5384247906
153667,134451.6021449284
203016,175631.74533916905
246080,175631.74533916905
260000,205934.58469433896
325000,205934.58469433896
336400,207863.89524360787
63000,139438.31625360806
124270,139438.31625360806
250000,137836.93119243058
61896,195189.2476040077
323905,152682.16602602095
56500,107414.79163170978
115000,144405.42415326802
142200,213025.57238672418
184560,137643.32238568977
200000,211096.26183745527
205000,213025.57238672418
269600,213025.57238672418
269600,211096.26183745527
270000,211096.26183745527
329500,211096.26183745527
200000,203081.0939125885
162288,130733.36042176082
167875,203126.92787412385
224000,203126.92787412385
314100,204292.71231556515
188000,220731.70264174938
43187,73293.06807367846
51676,76007.87166845141
170000,166948.52705069695
103160,162008.43454068605
61566,140493.90509166342
29944,100432.27863777487
172309,157115.12721114588
190000,165763.48241152274
192000,165763.48241152274
115000,145045.3203414473
21013,69287.08763560344
85000,147032.43485792313
100000,147032.43485792313
125000,156886.4104179246
155000,156886.4104179246
270000,147032.43485792313
110000,192369.6587512881
114979,157200.6556677151
135000,194166.5384247906
148000,194166.5384247906
173000,189256.95271013165
174000,194166.5384247906
179000,194166.5384247906
183750,194166.5384247906
185000,189256.95271013165
192000,189256.95271013165
199000,189256.95271013165
206000,194166.5384247906
229000,194166.5384247906
238000,189256.95271013165
245000,189256.95271013165
260000,192369.6587512881
276000,194166.5384247906
315850,194166.5384247906
324000,194166.5384247906
385000,189256.95271013165
58300,116945.77694463756
133000,116945.77694463756
27568,111338.15042092829
124000,118512.0860296697
166000,124731.11131783758
15000,103703.80692429205
33000,64538.22338832556
180000,105563.5244328569
76814,151624.517439566
21844,84976.84130450115
55410,70802.90230151113
85000,102300.48863914047
100000,162415.39829730516
108000,159704.30181532618
115000,152178.71195191762
180000,202869.35894433898
295500,202869.35894433898
38868,73613.51145375139
50000,180794.09039302135
67979,92907.9526543188
75577,73775.49153610304
84053,62783.34309965007
87000,169978.9574639854
98432,92907.9526543188
100000,169978.9574639854
100000,169978.9574639854
104697,97671.37183663601
106720,169978.9574639854
110000,159500.09313164232
120000,159500.09313164232
123040,92907.9526543188
125000,169978.9574639854
125000,159500.09313164232
126277,169978.9574639854
130000,169978.9574639854
133800,169978.9574639854
135000,165948.55699176723
142200,169978.9574639854
147648,92907.9526543188
148500,169978.9574639854
150000,169978.9574639854
150000,159500.09313164232
155000,169978.9574639854
158200,169978.9574639854
165000,169978.9574639854
170000,169978.9574639854
170000,169978.9574639854
172200,169978.9574639854
175000,169978.9574639854
180000,159500.09313164232
180000,159500.09313164232
190000,169978.9574639854
200000,169978.9574639854
204500,169978.9574639854
207500,187097.36929020422
207500,187097.36929020422
220000,169978.9574639854
220000,169978.9574639854
225300,169978.9574639854
237400,169978.9574639854
287500,187097.36929020422
300000,132274.17155669018
38868,95749.98250192743
63040,141443.22763471058
66000,192061.8740570633
70000,122124.42122973657
70179,89864.24431128346
79032,135846.6694923368
80000,192061.8740570633
82744,133552.58089775775
84053,91751.62275850328
85000,187152.28834240435
93300,192061.8740570633
100000,192061.8740570633
100000,187152.28834240435
104000,192061.8740570633
106900,192061.8740570633
109400,192061.8740570633
109400,192061.8740570633
109400,192061.8740570633
110000,189844.4469442544
113366,107947.09366200499
115000,184164.28429584147
119000,192061.8740570633
119700,192061.8740570633
120000,187152.28834240435
121000,192061.8740570633
122700,192061.8740570633
122700,192061.8740570633
124000,189844.4469442544
125000,192061.8740570633
125000,192061.8740570633
126000,192061.8740570633
126000,192061.8740570633
126500,192061.8740570633
130100,192061.8740570633
131300,187152.28834240435
131300,187152.28834240435
132600,192061.8740570633
132870,181073.45309962647
135000,192061.8740570633
135000,171694.26430085747
139500,192061.8740570633
139500,192061.8740570633
139500,192061.8740570633
140000,189844.4469442544
140000,192061.8740570633
140000,192061.8740570633
140000,192061.8740570633
140000,192061.8740570633
140000,187152.28834240435
140100,192061.8740570633
140100,192061.8740570633
140100,192061.8740570633
140100,192061.8740570633
140100,192061.8740570633
142000,192061.8740570633
142000,192061.8740570633
142000,192061.8740570633
142000,192061.8740570633
142000,187152.28834240435
142200,192061.8740570633
142200,192061.8740570633
142200,192061.8740570633
142200,192061.8740570633
142200,192061.8740570633
142200,192061.8740570633
142200,192061.8740570633
142200,192061.8740570633
142200,192061.8740570633
142200,192061.8740570633
142200,192061.8740570633
142200,192061.8740570633
142200,192061.8740570633
143000,184164.28429584147
144800,192061.8740570633
145000,192061.8740570633
148590,192061.8740570633
150000,192061.8740570633
150000,192061.8740570633
150000,187152.28834240435
150000,187152.28834240435
150000,187152.28834240435
150000,187152.28834240435
151100,184164.28429584147
152000,192061.8740570633
152000,192061.8740570633
153090,192061.8740570633
155000,192061.8740570633
156453,187152.28834240435
159000,192061.8740570633
160000,181073.45309962647
160000,187152.28834240435
162540,192061.8740570633
163800,192061.8740570633
163800,192061.8740570633
164000,187152.28834240435
166600,192061.8740570633
166600,192061.8740570633
166600,192061.8740570633
167100,192061.8740570633
170000,192061.8740570633
170000,192061.8740570633
170000,187152.28834240435
170000,187152.28834240435
170700,192061.8740570633
172040,187152.28834240435
172200,192061.8740570633
172200,192061.8740570633
172200,192061.8740570633
172200,192061.8740570633
172200,192061.8740570633
172200,192061.8740570633
172200,192061.8740570633
172800,192061.8740570633
173300,192061.8740570633
173400,192061.8740570633
174000,165196.96687541858
175000,187152.28834240435
175000,187152.28834240435
175000,187152.28834240435
176000,192061.8740570633
176100,192061.8740570633
176300,187152.28834240435
178200,187152.28834240435
180000,187152.28834240435
180240,192061.8740570633
180300,192061.8740570633
182200,192061.8740570633
182200,192061.8740570633
184000,187152.28834240435
184000,187152.28834240435
184700,192061.8740570633
184700,192061.8740570633
184950,192061.8740570633
185000,192061.8740570633
185000,149682.6880654103
186000,192061.8740570633
187200,184164.28429584147
189360,187152.28834240435
189650,192061.8740570633
190000,187152.28834240435
190027,192061.8740570633
192000,189844.4469442544
192000,187152.28834240435
193000,184164.28429584147
193600,192061.8740570633
193600,192061.8740570633
193900,192061.8740570633
198000,187152.28834240435
198200,187152.28834240435
199000,137823.81353187887
199000,187152.28834240435
199000,187152.28834240435
199200,192061.8740570633
200000,192061.8740570633
200000,192061.8740570633
200000,192061.8740570633
200000,192061.8740570633
200000,187152.28834240435
200000,187152.28834240435
200000,187152.28834240435
200000,187152.28834240435
200000,187152.28834240435
201000,187152.28834240435
202353,192061.8740570633
202900,187152.28834240435
204060,107947.09366200499
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204500,192061.8740570633
204600,192061.8740570633
205318,187152.28834240435
206000,187152.28834240435
208000,187152.28834240435
210000,187152.28834240435
210000,187152.28834240435
212000,192061.8740570633
212000,192061.8740570633
212000,192061.8740570633
212200,187152.28834240435
212800,192061.8740570633
213800,192061.8740570633
214500,192061.8740570633
214500,192061.8740570633
214500,192061.8740570633
215000,192061.8740570633
216000,187152.28834240435
218540,192061.8740570633
218540,192061.8740570633
219300,192061.8740570633
220000,192061.8740570633
220000,164121.3329387676
220000,187152.28834240435
222405,192061.8740570633
223600,192061.8740570633
224000,192061.8740570633
225000,137823.81353187887
225000,192061.8740570633
225000,192061.8740570633
226600,192061.8740570633
226600,192061.8740570633
226600,192061.8740570633
226600,192061.8740570633
228830,192061.8740570633
231000,192061.8740570633
232200,192061.8740570633
234500,192061.8740570633
235400,187152.28834240435
240000,192061.8740570633
240000,192061.8740570633
241000,192061.8740570633
246000,187152.28834240435
247500,192061.8740570633
247500,192061.8740570633
247500,192061.8740570633
250000,192061.8740570633
250000,192061.8740570633
250500,192061.8740570633
258384,187152.28834240435
258800,192061.8740570633
260000,192061.8740570633
261500,192061.8740570633
262000,192061.8740570633
263500,187152.28834240435
264400,187152.28834240435
266400,192061.8740570633
267720,192061.8740570633
267720,192061.8740570633
269500,192061.8740570633
269500,192061.8740570633
275000,192061.8740570633
275000,192061.8740570633
276000,192061.8740570633
280000,192061.8740570633
283200,187152.28834240435
284000,187152.28834240435
284050,192061.8740570633
294000,192061.8740570633
296400,192061.8740570633
296400,192061.8740570633
299000,192061.8740570633
300000,192061.8740570633
305600,192061.8740570633
305600,192061.8740570633
309000,192061.8740570633
309000,192061.8740570633
309000,192061.8740570633
315300,187152.28834240435
318300,187152.28834240435
323300,192061.8740570633
323300,192061.8740570633
328400,187152.28834240435
330000,192061.8740570633
330000,187152.28834240435
331640,192061.8740570633
342300,192061.8740570633
392000,192061.8740570633
50180,79917.08803809973
79976,123132.44517821942
107968,77737.9356531195
127300,167917.77567818208
145000,182050.5558526655
158900,177904.4962458341
220000,177904.4962458341
235000,177904.4962458341
204500,173135.71786337212
90000,172123.96068242574
100000,140332.31809350295
100000,140332.31809350295
73100,161114.17994270875
93300,161114.17994270875
225000,141878.25148895607
180000,194660.00194808253
125000,165822.99013264905
135000,165822.99013264905
153000,156794.38938811087
165000,165822.99013264905
170000,165822.99013264905
