job_title,experience_level,salary_in_usd,salary_currency,work_setting,employee_residence
Data Analyst,Senior,110600,USD,In-person,United States
Data Analyst,Senior,110600,USD,In-person,United States
Data Analyst,Senior,110600,USD,In-person,United States
Data Analyst,Senior,110600,USD,In-person,United States
Data Analyst,Senior,110600,USD,In-person,United States
Data Analyst,Senior,110925,USD,Remote,United States
Data Analyst,Senior,112000,USD,In-person,Canada
Data Analyst,Senior,112000,USD,Remote,United States
Data Analyst,Senior,112900,USD,In-person,United States
Data Analyst,Senior,112900,USD,Remote,United States
Data Analyst,Senior,112900,USD,Remote,United States
Data Analyst,Senior,113000,USD,Remote,United States
Data Analyst,Senior,113220,USD,In-person,United States
Data Analyst,Senior,113220,USD,In-person,United States
Data Analyst,Senior,113600,USD,In-person,United States
Data Analyst,Senior,114700,USD,In-person,United States
Data Analyst,Senior,115000,USD,In-person,United States
Data Analyst,Senior,115000,USD,Remote,United States
Data Analyst,Senior,115000,USD,Remote,United States
Data Analyst,Senior,115000,USD,Remote,United States
Data Analyst,Senior,115000,USD,Remote,United States
Data Analyst,Senior,115934,USD,Remote,United States
Data Analyst,Senior,115934,USD,Remote,United States
Data Analyst,Senior,115934,USD,Remote,United States
Data Analyst,Senior,115934,USD,Remote,United States
Data Analyst,Senior,115934,USD,Remote,United States
Data Analyst,Senior,115934,USD,Remote,United States
Data Analyst,Senior,115934,USD,Remote,United States
Data Analyst,Senior,115934,USD,Remote,United States
Data Analyst,Senior,116000,USD,In-person,United States
Data Analyst,Senior,116000,USD,Remote,United States
Data Analyst,Senior,116150,USD,Remote,United States
Data Analyst,Senior,116960,USD,In-person,United States
Data Analyst,Senior,117000,USD,Remote,United States
Data Analyst,Senior,117000,USD,Remote,United States
Data Analyst,Senior,118000,USD,Remote,United States
Data Analyst,Senior,118000,USD,Remote,United States
Data Analyst,Senior,119000,USD,In-person,United States
Data Analyst,Senior,119000,USD,Remote,United States
Data Analyst,Senior,119500,USD,Remote,United States
Data Analyst,Senior,119610,USD,In-person,United States
Data Analyst,Senior,119610,USD,In-person,United States
Data Analyst,Senior,119636,USD,In-person,United States
Data Analyst,Senior,119800,USD,Remote,United States
Data Analyst,Senior,120000,USD,In-person,Canada
Data Analyst,Senior,120000,USD,In-person,United Kingdom
Data Analyst,Senior,120000,USD,In-person,United Kingdom
Data Analyst,Senior,120000,USD,In-person,United States
Data Analyst,Senior,120000,USD,In-person,United States
Data Analyst,Senior,120000,USD,In-person,United States
Data Analyst,Senior,120000,USD,In-person,United States
Data Analyst,Senior,120000,USD,In-person,United States
Data Analyst,Senior,120000,USD,In-person,United States
Data Analyst,Senior,120000,USD,In-person,United States
Data Analyst,Senior,120000,USD,In-person,United States
Data Analyst,Senior,120000,USD,In-person,United States
Data Analyst,Senior,120000,USD,In-person,United States
Data Analyst,Senior,120000,USD,Remote,United States
Data Analyst,Senior,120000,USD,Remote,United States
Data Analyst,Senior,120000,USD,Remote,United States
Data Analyst,Senior,120000,USD,Remote,United States
Data Analyst,Senior,120000,USD,Remote,United States
Data Analyst,Senior,120000,USD,Remote,United States
Data Analyst,Senior,120000,USD,Remote,United States
Data Analyst,Senior,120000,USD,Remote,United States
Data Analyst,Senior,120250,USD,Remote,United States
Data Analyst,Senior,120350,USD,In-person,United States
Data Analyst,Senior,120350,USD,In-person,United States
Data Analyst,Senior,120350,USD,Remote,United States
Data Analyst,Senior,120350,USD,Remote,United States
Data Analyst,Senior,120350,USD,Remote,United States
Data Analyst,Senior,120350,USD,Remote,United States
Data Analyst,Senior,120600,USD,Remote,United States
Data Analyst,Senior,121600,USD,Remote,United States
Data Analyst,Senior,121700,USD,In-person,United States
Data Analyst,Senior,121700,USD,In-person,United States
Data Analyst,Senior,121904,USD,In-person,United States
Data Analyst,Senior,122000,USD,In-person,United States
Data Analyst,Senior,122000,USD,Remote,United States
Data Analyst,Senior,122720,USD,In-person,United States
Data Analyst,Senior,122720,USD,In-person,United States
Data Analyst,Senior,123400,USD,Remote,United States
Data Analyst,Senior,123648,USD,In-person,United States
Data Analyst,Senior,124000,USD,In-person,United States
Data Analyst,Senior,124190,USD,Remote,United States
Data Analyst,Senior,125000,USD,In-person,United States
Data Analyst,Senior,125000,USD,In-person,United States
Data Analyst,Senior,125000,USD,In-person,United States
Data Analyst,Senior,125000,USD,In-person,United States
Data Analyst,Senior,125000,USD,Remote,United States
Data Analyst,Senior,125000,USD,Remote,United States
Data Analyst,Senior,125000,USD,Remote,United States
Data Analyst,Senior,125000,USD,Remote,United States
Data Analyst,Senior,125600,USD,In-person,United States
Data Analyst,Senior,126000,USD,In-person,United States
Data Analyst,Senior,126277,USD,Remote,United States
Data Analyst,Senior,126500,USD,Remote,United States
Data Analyst,Senior,126500,USD,Remote,United States
Data Analyst,Senior,127000,USD,Remote,United States
Data Analyst,Senior,127000,USD,Remote,United States
Data Analyst,Senior,127000,USD,Remote,United States
Data Analyst,Senior,127075,USD,Remote,United States
Data Analyst,Senior,127876,USD,Remote,United States
Data Analyst,Senior,128000,USD,In-person,United States
Data Analyst,Senior,128000,USD,In-person,United States
Data Analyst,Senior,128000,USD,In-person,United States
Data Analyst,Senior,128000,USD,In-person,United States
Data Analyst,Senior,128500,USD,In-person,United States
Data Analyst,Senior,128875,USD,Remote,United States
Data Analyst,Senior,128875,USD,Remote,United States
Data Analyst,Senior,129000,USD,In-person,United States
Data Analyst,Senior,129000,USD,Remote,Canada
Data Analyst,Senior,129150,USD,In-person,United States
Data Analyst,Senior,130000,USD,In-person,United States
Data Analyst,Senior,130000,USD,In-person,United States
Data Analyst,Senior,130000,USD,In-person,United States
Data Analyst,Senior,130000,USD,In-person,United States
Data Analyst,Senior,130000,USD,In-person,United States
Data Analyst,Senior,130000,USD,Remote,Canada
Data Analyst,Senior,130000,USD,Remote,Canada
Data Analyst,Senior,130000,USD,Remote,United States
Data Analyst,Senior,130000,USD,Remote,United States
Data Analyst,Senior,130000,USD,Remote,United States
Data Analyst,Senior,130000,USD,Remote,United States
Data Analyst,Senior,130000,USD,Remote,United States
Data Analyst,Senior,130000,USD,Remote,United States
Data Analyst,Senior,130000,USD,Remote,United States
Data Analyst,Senior,130000,USD,Remote,United States
Data Analyst,Senior,130000,USD,Remote,United States
Data Analyst,Senior,130050,USD,Remote,United States
Data Analyst,Senior,131000,USD,In-person,United States
Data Analyst,Senior,131685,USD,In-person,United Kingdom
Data Analyst,Senior,131712,USD,In-person,United States
Data Analyst,Senior,132000,USD,In-person,United States
Data Analyst,Senior,132500,USD,Remote,United States
Data Analyst,Senior,133000,USD,Remote,United States
Data Analyst,Senior,133300,USD,Remote,United States
Data Analyst,Senior,134000,USD,Remote,United States
Data Analyst,Senior,134200,USD,In-person,United Kingdom
Data Analyst,Senior,134200,USD,In-person,United States
Data Analyst,Senior,135000,USD,In-person,United States
Data Analyst,Senior,135000,USD,In-person,United States
Data Analyst,Senior,135000,USD,In-person,United States
Data Analyst,Senior,135000,USD,In-person,United States
Data Analyst,Senior,135000,USD,Remote,Canada
Data Analyst,Senior,135000,USD,Remote,United States
Data Analyst,Senior,135000,USD,Remote,United States
Data Analyst,Senior,135000,USD,Remote,United States
Data Analyst,Senior,135000,USD,Remote,United States
Data Analyst,Senior,135000,USD,Remote,United States
Data Analyst,Senior,135000,USD,Remote,United States
Data Analyst,Senior,136000,USD,Remote,United States
Data Analyst,Senior,136260,USD,Remote,United States
Data Analyst,Senior,136505,USD,Remote,United States
Data Analyst,Senior,136600,USD,Remote,United States
Data Analyst,Senior,137500,USD,In-person,United States
Data Analyst,Senior,138000,USD,In-person,United States
Data Analyst,Senior,138000,USD,In-person,United States
Data Analyst,Senior,138000,USD,In-person,United States
Data Analyst,Senior,138240,USD,Remote,United States
Data Analyst,Senior,138240,USD,Remote,United States
Data Analyst,Senior,138800,USD,In-person,United States
Data Analyst,Senior,138800,USD,In-person,United States
Data Analyst,Senior,138800,USD,In-person,United States
Data Analyst,Senior,138800,USD,In-person,United States
Data Analyst,Senior,138860,USD,In-person,United States
Data Analyst,Senior,138860,USD,In-person,United States
Data Analyst,Senior,138860,USD,In-person,United States
Data Analyst,Senior,138900,USD,In-person,United States
Data Analyst,Senior,138900,USD,In-person,United States
Data Analyst,Senior,138900,USD,In-person,United States
Data Analyst,Senior,138900,USD,In-person,United States
Data Analyst,Senior,139000,USD,In-person,United States
Data Analyst,Senior,139000,USD,In-person,United States
Data Analyst,Senior,139000,USD,In-person,United States
Data Analyst,Senior,139600,USD,In-person,United States
Data Analyst,Senior,139600,USD,In-person,United States
Data Analyst,Senior,140000,USD,In-person,United States
Data Analyst,Senior,140000,USD,In-person,United States
Data Analyst,Senior,140000,USD,In-person,United States
Data Analyst,Senior,140000,USD,Remote,United Kingdom
Data Analyst,Senior,140000,USD,Remote,United States
Data Analyst,Senior,140000,USD,Remote,United States
Data Analyst,Senior,140000,USD,Remote,United States
Data Analyst,Senior,140000,USD,Remote,United States
Data Analyst,Senior,140000,USD,Remote,United States
Data Analyst,Senior,140000,USD,Remote,United States
Data Analyst,Senior,140000,USD,Remote,United States
Data Analyst,Senior,140000,USD,Remote,United States
Data Analyst,Senior,140130,USD,In-person,United States
Data Analyst,Senior,140700,USD,Remote,United States
Data Analyst,Senior,141290,USD,In-person,United States
Data Analyst,Senior,142000,USD,In-person,United States
Data Analyst,Senior,142000,USD,In-person,United States
Data Analyst,Senior,142000,USD,In-person,United States
Data Analyst,Senior,142000,USD,In-person,United States
Data Analyst,Senior,142000,USD,Remote,United States
Data Analyst,Senior,143000,USD,Remote,United States
Data Analyst,Senior,144000,USD,Remote,United States
Data Analyst,Senior,144100,USD,Remote,United States
Data Analyst,Senior,145000,USD,In-person,United States
Data Analyst,Senior,145000,USD,In-person,United States
Data Analyst,Senior,145000,USD,In-person,United States
Data Analyst,Senior,145000,USD,In-person,United States
Data Analyst,Senior,145000,USD,In-person,United States
Data Analyst,Senior,145000,USD,Remote,United States
Data Analyst,Senior,145000,USD,Remote,United States
Data Analyst,Senior,145000,USD,Remote,United States
Data Analyst,Senior,145000,USD,Remote,United States
Data Analyst,Senior,145500,USD,In-person,United States
Data Analyst,Senior,145640,USD,In-person,United States
Data Analyst,Senior,146190,USD,In-person,United States
Data Analyst,Senior,146200,USD,In-person,United States
Data Analyst,Senior,147000,USD,Remote,United States
Data Analyst,Senior,148500,USD,In-person,United States
Data Analyst,Senior,148700,USD,In-person,United States
Data Analyst,Senior,149000,USD,Remote,United States
Data Analyst,Senior,149200,USD,Remote,Canada
Data Analyst,Senior,149500,USD,Remote,United States
Data Analyst,Senior,150000,USD,In-person,United States
Data Analyst,Senior,150000,USD,In-person,United States
Data Analyst,Senior,150000,USD,In-person,United States
Data Analyst,Senior,150000,USD,In-person,United States
Data Analyst,Senior,150000,USD,Remote,United States
Data Analyst,Senior,150000,USD,Remote,United States
Data Analyst,Senior,150000,USD,Remote,United States
Data Analyst,Senior,150000,USD,Remote,United States
Data Analyst,Senior,150000,USD,Remote,United States
Data Analyst,Senior,150000,USD,Remote,United States
Data Analyst,Senior,150075,USD,Remote,United States
Data Analyst,Senior,152380,USD,In-person,United States
Data Analyst,Senior,153300,USD,Remote,United States
Data Analyst,Senior,153600,USD,In-person,United States
Data Analyst,Senior,153600,USD,In-person,United States
Data Analyst,Senior,153600,USD,In-person,United States
Data Analyst,Senior,153600,USD,In-person,United States
Data Analyst,Senior,153600,USD,In-person,United States
Data Analyst,Senior,153600,USD,In-person,United States
Data Analyst,Senior,153600,USD,In-person,United States
Data Analyst,Senior,153600,USD,Remote,United States
Data Analyst,Senior,153600,USD,Remote,United States
Data Analyst,Senior,153600,USD,Remote,United States
Data Analyst,Senior,154440,USD,In-person,United States
Data Analyst,Senior,154500,USD,Remote,United States
Data Analyst,Senior,154560,USD,In-person,United States
Data Analyst,Senior,155000,USD,In-person,United Kingdom
Data Analyst,Senior,155000,USD,In-person,United States
Data Analyst,Senior,155000,USD,In-person,United States
Data Analyst,Senior,155000,USD,Remote,United States
Data Analyst,Senior,155000,USD,Remote,United States
Data Analyst,Senior,157000,USD,Remote,United States
Data Analyst,Senior,157500,USD,Remote,United States
Data Analyst,Senior,158000,USD,In-person,United States
Data Analyst,Senior,158494,USD,Remote,United States
Data Analyst,Senior,160000,USD,In-person,United States
Data Analyst,Senior,160000,USD,Remote,United States
Data Analyst,Senior,160000,USD,Remote,United States
Data Analyst,Senior,160000,USD,Remote,United States
Data Analyst,Senior,160000,USD,Remote,United States
Data Analyst,Senior,161500,USD,Remote,United States
Data Analyst,Senior,164000,USD,Remote,United States
Data Analyst,Senior,164640,USD,In-person,United States
Data Analyst,Senior,165000,USD,Remote,United States
Data Analyst,Senior,165000,USD,Remote,United States
Data Analyst,Senior,165000,USD,Remote,United States
Data Analyst,Senior,165000,USD,Remote,United States
Data Analyst,Senior,166000,USD,In-person,United States
Data Analyst,Senior,166000,USD,In-person,United States
Data Analyst,Senior,166500,USD,In-person,United States
Data Analyst,Senior,166700,USD,In-person,United States
Data Analyst,Senior,166700,USD,In-person,United States
Data Analyst,Senior,167000,USD,In-person,United States
Data Analyst,Senior,167000,USD,In-person,United States
Data Analyst,Senior,168000,USD,In-person,Canada
Data Analyst,Senior,168400,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,169000,USD,In-person,United States
Data Analyst,Senior,170000,USD,Remote,United States
Data Analyst,Senior,170000,USD,Remote,United States
Data Analyst,Senior,170550,USD,Remote,United States
Data Analyst,Senior,170550,USD,Remote,United States
Data Analyst,Senior,171000,USD,Remote,United States
Data Analyst,Senior,172000,USD,Remote,United Kingdom
Data Analyst,Senior,175000,USD,In-person,United States
Data Analyst,Senior,175000,USD,In-person,United States
Data Analyst,Senior,175000,USD,Remote,United States
Data Analyst,Senior,175000,USD,Remote,United States
Data Analyst,Senior,175000,USD,Remote,United States
Data Analyst,Senior,175000,USD,Remote,United States
Data Analyst,Senior,175950,USD,Remote,United States
Data Analyst,Senior,176000,USD,In-person,United States
Data Analyst,Senior,177000,USD,In-person,United States
Data Analyst,Senior,177000,USD,Remote,United States
Data Analyst,Senior,179975,USD,Remote,United States
Data Analyst,Senior,180000,USD,In-person,United States
Data Analyst,Senior,180180,USD,In-person,United States
Data Analyst,Senior,180180,USD,In-person,United States
Data Analyst,Senior,180180,USD,In-person,United States
Data Analyst,Senior,180180,USD,In-person,United States
Data Analyst,Senior,180180,USD,In-person,United States
Data Analyst,Senior,180400,USD,In-person,United States
Data Analyst,Senior,180400,USD,In-person,United States
Data Analyst,Senior,180400,USD,In-person,United States
Data Analyst,Senior,180400,USD,In-person,United States
Data Analyst,Senior,182000,USD,Remote,United States
Data Analyst,Senior,185000,USD,In-person,United States
Data Analyst,Senior,185000,USD,Remote,United States
Data Analyst,Senior,185000,USD,Remote,United States
Data Analyst,Senior,185100,USD,Remote,United States
Data Analyst,Senior,186600,USD,Remote,United States
Data Analyst,Senior,187000,USD,In-person,United States
Data Analyst,Senior,189400,USD,In-person,United Kingdom
Data Analyst,Senior,190000,USD,Remote,United States
Data Analyst,Senior,192000,USD,In-person,Canada
Data Analyst,Senior,192300,USD,Remote,United States
Data Analyst,Senior,192500,USD,Remote,United States
Data Analyst,Senior,192500,USD,Remote,United States
Data Analyst,Senior,192500,USD,Remote,United States
Data Analyst,Senior,193000,USD,In-person,United States
Data Analyst,Senior,195000,USD,In-person,United States
Data Analyst,Senior,200000,USD,In-person,United States
Data Analyst,Senior,200000,USD,Remote,United States
Data Analyst,Senior,201000,USD,Remote,United States
Data Analyst,Senior,204500,USD,In-person,United States
Data Analyst,Senior,204500,USD,In-person,United States
Data Analyst,Senior,204500,USD,In-person,United States
Data Analyst,Senior,207300,USD,Remote,Canada
Data Analyst,Senior,208450,USD,Remote,United States
Data Analyst,Senior,212000,USD,In-person,United States
Data Analyst,Senior,223100,USD,In-person,United States
Data Analyst,Senior,227000,USD,In-person,United States
Data Analyst,Senior,230000,USD,In-person,United States
Data Analyst,Senior,240500,USD,In-person,United States
Data Analyst,Senior,250000,USD,Remote,United States
Data Analyst,Senior,280000,USD,In-person,United States
Data Analyst,Senior,280000,USD,In-person,United States
Data Analytics Consultant,Entry-level,50000,USD,Remote,Belgium
Data Analytics Consultant,Mid-level,113000,USD,Remote,United States
Data Analytics Engineer,Mid-level,110000,USD,Remote,United States
Data Analytics Engineer,Senior,50000,USD,Remote,Vietnam
Data Analytics Engineer,Senior,79197,EUR,Remote,Germany
Data Analytics Lead,Mid-level,104584,GBP,In-person,United Kingdom
Data Analytics Lead,Senior,405000,USD,Remote,United States
Data Analytics Manager,Executive,140000,USD,In-person,United States
Data Analytics Manager,Executive,155000,USD,In-person,United States
Data Analytics Manager,Mid-level,110000,USD,In-person,United States
Data Analytics Manager,Mid-level,110000,USD,In-person,United States
Data Analytics Manager,Mid-level,120000,USD,In-person,United States
Data Analytics Manager,Mid-level,140000,USD,In-person,United States
Data Analytics Manager,Mid-level,140000,USD,In-person,United States
Data Analytics Manager,Mid-level,140000,USD,In-person,United States
Data Analytics Manager,Mid-level,140000,USD,In-person,United States
Data Analytics Manager,Mid-level,140000,USD,In-person,United States
Data Analytics Manager,Mid-level,155000,USD,In-person,United States
Data Analytics Manager,Mid-level,177000,USD,In-person,United States
Data Analytics Manager,Mid-level,177000,USD,In-person,United States
Data Analytics Manager,Mid-level,177000,USD,In-person,United States
Data Analytics Manager,Mid-level,177000,USD,In-person,United States
Data Analytics Manager,Senior,105400,USD,Remote,United States
Data Analytics Manager,Senior,109280,USD,Remote,United States
Data Analytics Manager,Senior,120000,USD,In-person,United States
Data Analytics Manager,Senior,120000,USD,Remote,United States
Data Analytics Manager,Senior,120000,USD,Remote,United States
Data Analytics Manager,Senior,130900,USD,Remote,United States
Data Analytics Manager,Senior,138900,USD,In-person,United States
Data Analytics Manager,Senior,145000,USD,In-person,United States
Data Analytics Manager,Senior,145000,USD,Remote,United States
Data Analytics Manager,Senior,150260,USD,Remote,United States
Data Analytics Manager,Senior,190000,USD,In-person,United States
Data Analytics Manager,Senior,254500,USD,Remote,United States
Data Analytics Specialist,Senior,85000,USD,In-person,United States
Data Analytics Specialist,Senior,105000,USD,In-person,United States
Data Architect,Mid-level,79976,GBP,In-person,United Kingdom
Data Architect,Mid-level,90000,USD,Remote,United States
Data Architect,Mid-level,106500,USD,In-person,United States
Data Architect,Mid-level,106500,USD,In-person,United States
Data Architect,Mid-level,110000,USD,Remote,United States
Data Architect,Mid-level,115000,USD,In-person,United States
Data Architect,Mid-level,150000,USD,In-person,United States
Data Architect,Mid-level,150000,USD,Remote,United States
Data Architect,Mid-level,150000,USD,Remote,United States
Data Architect,Mid-level,167500,USD,In-person,United States
Data Architect,Mid-level,170000,USD,Remote,United States
Data Architect,Mid-level,180000,USD,Remote,United States
Data Architect,Mid-level,240000,USD,Remote,United States
Data Architect,Senior,52500,USD,In-person,United States
Data Architect,Senior,63000,USD,In-person,United States
Data Architect,Senior,66000,USD,Remote,United States
Data Architect,Senior,68400,USD,In-person,United States
Data Architect,Senior,80000,USD,In-person,United States
Data Architect,Senior,81500,USD,In-person,United States
Data Architect,Senior,81800,USD,In-person,United States
Data Architect,Senior,81800,USD,In-person,United States
Data Architect,Senior,90700,USD,In-person,United States
Data Architect,Senior,92000,USD,Remote,United Kingdom
Data Architect,Senior,92280,GBP,In-person,United Kingdom
Data Architect,Senior,102100,USD,In-person,United States
Data Architect,Senior,104584,GBP,In-person,United Kingdom
Data Architect,Senior,104584,GBP,In-person,United Kingdom
Data Architect,Senior,110000,USD,Remote,United States
Data Architect,Senior,110000,USD,Remote,United States
Data Architect,Senior,113000,USD,In-person,United States
Data Architect,Senior,113000,USD,In-person,United States
Data Architect,Senior,113000,USD,In-person,United States
Data Architect,Senior,113000,USD,In-person,United States
Data Architect,Senior,113900,USD,Remote,United States
Data Architect,Senior,113900,USD,Remote,United States
Data Architect,Senior,113900,USD,Remote,United States
Data Architect,Senior,113900,USD,Remote,United States
Data Architect,Senior,114000,USD,Remote,United States
Data Architect,Senior,115000,USD,Remote,United States
Data Architect,Senior,115000,USD,Remote,United States
Data Architect,Senior,115000,USD,Remote,United States
Data Architect,Senior,115000,USD,Remote,United States
Data Architect,Senior,115000,USD,Remote,United States
Data Architect,Senior,115000,USD,Remote,United States
Data Architect,Senior,115000,USD,Remote,United States
Data Architect,Senior,117000,USD,Remote,United States
Data Architect,Senior,117000,USD,Remote,United States
Data Architect,Senior,120000,USD,In-person,United States
Data Architect,Senior,122900,USD,In-person,United States
Data Architect,Senior,128000,USD,In-person,United States
Data Architect,Senior,131300,USD,Remote,United States
Data Architect,Senior,131300,USD,Remote,United States
Data Architect,Senior,134000,USD,In-person,United States
Data Architect,Senior,134000,USD,In-person,United States
Data Architect,Senior,135000,USD,Remote,United States
Data Architect,Senior,135000,USD,Remote,United States
Data Architect,Senior,135000,USD,Remote,United States
Data Architect,Senior,135000,USD,Remote,United States
Data Architect,Senior,135000,USD,Remote,United States
Data Architect,Senior,135000,USD,Remote,United States
Data Architect,Senior,135000,USD,Remote,United States
Data Architect,Senior,136000,USD,In-person,United States
Data Architect,Senior,136000,USD,Remote,United States
Data Architect,Senior,138000,USD,Remote,United Kingdom
Data Architect,Senior,140000,USD,Remote,United States
Data Architect,Senior,140000,USD,Remote,United States
Data Architect,Senior,141300,USD,In-person,United States
Data Architect,Senior,144854,USD,Remote,United States
Data Architect,Senior,144854,USD,Remote,United States
Data Architect,Senior,147000,USD,In-person,United States
Data Architect,Senior,147800,USD,Remote,United States
Data Architect,Senior,149040,USD,Remote,United States
Data Architect,Senior,149040,USD,Remote,United States
Data Architect,Senior,150000,USD,In-person,United States
Data Architect,Senior,150000,USD,In-person,United States
Data Architect,Senior,150000,USD,In-person,United States
Data Architect,Senior,153000,USD,Remote,United States
Data Architect,Senior,155000,USD,In-person,United States
Data Architect,Senior,155000,USD,Remote,United States
Data Architect,Senior,159500,USD,In-person,United States
Data Architect,Senior,160000,USD,In-person,United States
Data Architect,Senior,160000,USD,Remote,United States
Data Architect,Senior,160000,USD,Remote,United States
Data Architect,Senior,165000,USD,In-person,United States
Data Architect,Senior,168100,USD,Remote,United States
Data Architect,Senior,168400,USD,In-person,United States
Data Architect,Senior,170000,USD,Remote,United States
Data Architect,Senior,170000,USD,Remote,United States
Data Architect,Senior,170000,USD,Remote,United States
Data Architect,Senior,170000,USD,Remote,United States
Data Architect,Senior,175000,USD,Remote,United States
Data Architect,Senior,175564,USD,Remote,United States
Data Architect,Senior,180000,USD,In-person,United States
Data Architect,Senior,180000,USD,Remote,United States
Data Architect,Senior,180000,USD,Remote,United States
Data Architect,Senior,180000,USD,Remote,United States
Data Architect,Senior,180000,USD,Remote,United States
Data Architect,Senior,180000,USD,Remote,United States
Data Architect,Senior,183000,USD,In-person,United States
Data Architect,Senior,185000,USD,In-person,United States
Data Architect,Senior,185000,USD,In-person,United States
Data Architect,Senior,186000,USD,In-person,United States
Data Architect,Senior,190000,USD,In-person,United States
Data Architect,Senior,190000,USD,Remote,United States
Data Architect,Senior,190000,USD,Remote,United States
Data Architect,Senior,190000,USD,Remote,United States
Data Architect,Senior,191600,USD,In-person,United States
Data Architect,Senior,192564,USD,Remote,United States
Data Architect,Senior,193000,USD,In-person,United States
Data Architect,Senior,193000,USD,Remote,United States
Data Architect,Senior,193000,USD,Remote,United States
Data Architect,Senior,195400,USD,Remote,United States
Data Architect,Senior,199600,USD,In-person,United States
Data Architect,Senior,200000,USD,Remote,United States
Data Architect,Senior,204000,USD,Remote,United States
Data Architect,Senior,204000,USD,Remote,United States
Data Architect,Senior,205000,USD,Remote,United States
Data Architect,Senior,208775,USD,Remote,United States
Data Architect,Senior,210000,USD,In-person,United States
Data Architect,Senior,210000,USD,Remote,United States
Data Architect,Senior,210000,USD,Remote,United States
Data Architect,Senior,213120,USD,Remote,United States
Data Architect,Senior,221800,USD,Remote,United States
Data Architect,Senior,225000,USD,Remote,United States
Data Architect,Senior,234900,USD,In-person,United States
Data Architect,Senior,235000,USD,Remote,United States
Data Architect,Senior,239000,USD,In-person,United States
Data Architect,Senior,250000,USD,In-person,United States
Data Architect,Senior,250500,USD,In-person,United States
Data Architect,Senior,266400,USD,Remote,United States
Data Architect,Senior,285000,USD,Remote,United States
Data Architect,Senior,306000,USD,Remote,United States
Data Architect,Senior,306000,USD,Remote,United States
Data Architect,Senior,306000,USD,Remote,United States
Data Architect,Senior,310000,USD,Remote,United States
Data Architect,Senior,354200,USD,Remote,United States
Data Architect,Senior,376080,USD,Remote,United States
Data DevOps Engineer,Mid-level,95012,EUR,Hybrid,Germany
Data DevOps Engineer,Senior,53984,EUR,Hybrid,France
Data Developer,Mid-level,69139,USD,Remote,United States
Data Developer,Mid-level,72409,USD,Remote,United States
Data Developer,Mid-level,120681,USD,Remote,United States
Data Developer,Mid-level,130000,USD,Remote,United States
Data Developer,Senior,85500,USD,In-person,United States
Data Developer,Senior,144700,USD,In-person,United States
Data Engineer,Entry-level,18000,USD,Hybrid,India
Data Engineer,Entry-level,26992,EUR,Remote,Germany
Data Engineer,Entry-level,43064,GBP,Remote,United Kingdom
Data Engineer,Entry-level,43064,GBP,Remote,United Kingdom
Data Engineer,Entry-level,43096,GBP,Remote,United Kingdom
Data Engineer,Entry-level,49216,GBP,Remote,United Kingdom
Data Engineer,Entry-level,49216,GBP,Remote,United Kingdom
Data Engineer,Entry-level,49253,GBP,Remote,United Kingdom
Data Engineer,Entry-level,49253,GBP,Remote,United Kingdom
Data Engineer,Entry-level,52500,USD,In-person,United States
Data Engineer,Entry-level,52500,USD,In-person,United States
Data Engineer,Entry-level,52500,USD,In-person,United States
Data Engineer,Entry-level,54742,EUR,Remote,Pakistan
Data Engineer,Entry-level,58000,USD,Remote,United States
Data Engineer,Entry-level,60000,USD,In-person,United States
Data Engineer,Entry-level,61566,GBP,Remote,United Kingdom
Data Engineer,Entry-level,61800,USD,Remote,United States
Data Engineer,Entry-level,61800,USD,Remote,United States
Data Engineer,Entry-level,61800,USD,Remote,United States
Data Engineer,Entry-level,62000,USD,Remote,United States
Data Engineer,Entry-level,65000,USD,In-person,United States
Data Engineer,Entry-level,65000,USD,In-person,United States
Data Engineer,Entry-level,65000,USD,In-person,United States
Data Engineer,Entry-level,65013,EUR,Hybrid,Germany
Data Engineer,Entry-level,71908,USD,Remote,United States
Data Engineer,Entry-level,72500,USD,Remote,United States
Data Engineer,Entry-level,73900,USD,In-person,United States
Data Engineer,Entry-level,80000,USD,In-person,United States
Data Engineer,Entry-level,80000,USD,In-person,United States
Data Engineer,Entry-level,80000,USD,In-person,United States
Data Engineer,Entry-level,80000,USD,In-person,United States
Data Engineer,Entry-level,80000,USD,In-person,United States
Data Engineer,Entry-level,80000,USD,Remote,United States
Data Engineer,Entry-level,85000,USD,In-person,United States
Data Engineer,Entry-level,85000,USD,In-person,United States
Data Engineer,Entry-level,85000,USD,In-person,United States
Data Engineer,Entry-level,85000,USD,Remote,United States
Data Engineer,Entry-level,86000,USD,Remote,United States
Data Engineer,Entry-level,88000,USD,In-person,United States
Data Engineer,Entry-level,90000,USD,Hybrid,United States
Data Engineer,Entry-level,90000,USD,In-person,United States
